threshold,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,log_loss,brier_score,ece,entropy_mean,entropy_std,tn,fp,fn,tp,false_positive_rate,false_negative_rate
0.5,0.8296622613803231,0.828510186830438,0.978448275862069,0.6715976331360947,0.9854227405247813,0.7964912280701755,0.9603136267186503,0.9651528285445666,0.35074898720342357,0.10883153081281927,0.13998653608403017,0.38831762174623075,0.14525905750463752,338,5,111,227,0.014577259475218658,0.32840236686390534
