threshold,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,log_loss,brier_score,ece,entropy_mean,entropy_std,tn,fp,fn,tp,false_positive_rate,false_negative_rate
0.5,0.856093979441997,0.855611813618093,0.9081632653061225,0.7899408284023669,0.9212827988338192,0.8449367088607594,0.9125709455379785,0.9262844880518563,0.38036757220620027,0.11306881303038867,0.07407745071269689,0.47210230109569556,0.10213829304148765,316,27,71,267,0.07871720116618076,0.21005917159763313
