threshold,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,log_loss,brier_score,ece,entropy_mean,entropy_std,tn,fp,fn,tp,false_positive_rate,false_negative_rate
0.5,0.7944199706314243,0.7943873238221747,0.7946428571428571,0.7899408284023669,0.7988338192419825,0.7922848664688428,0.855400486483689,0.8503136891168326,0.509807933730868,0.16423898726840877,0.1114183770883801,0.6045327431291739,0.05364637577463421,274,69,71,267,0.20116618075801748,0.21005917159763313
