threshold,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,log_loss,brier_score,ece,entropy_mean,entropy_std,tn,fp,fn,tp,false_positive_rate,false_negative_rate
0.5,0.8707782672540382,0.8707066089326685,0.8765060240963856,0.8609467455621301,0.880466472303207,0.8686567164179104,0.9271654562078424,0.9362431989163804,0.381207964301811,0.11089290639578078,0.1151009651445257,0.5197753817713143,0.08839451184433997,302,41,47,291,0.119533527696793,0.1390532544378698
