threshold,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,log_loss,brier_score,ece,entropy_mean,entropy_std,tn,fp,fn,tp,false_positive_rate,false_negative_rate
0.5,0.8340675477239354,0.833896843194756,0.9348659003831418,0.7176470588235294,0.9501466275659824,0.8119800332778702,0.9286700017250302,0.9279686488776674,0.49073301855147966,0.15521567225942487,0.1953510670497379,0.6188294007613298,0.06328225463723677,324,17,96,244,0.04985337243401759,0.2823529411764706
