threshold,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,log_loss,brier_score,ece,entropy_mean,entropy_std,tn,fp,fn,tp,false_positive_rate,false_negative_rate
0.5,0.9733727810650887,0.9733727810650887,0.9761904761904762,0.9704142011834319,0.9763313609467456,0.973293768545994,0.994004061482441,0.9953451391285303,0.1265379196819179,0.024886378638088933,0.06225514548593725,0.26348056324491353,0.07521277931098191,330,8,10,328,0.023668639053254437,0.029585798816568046
