threshold,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,log_loss,brier_score,ece,entropy_mean,entropy_std,tn,fp,fn,tp,false_positive_rate,false_negative_rate
0.5,0.8913362701908958,0.8915460520641054,0.8687150837988827,0.9201183431952663,0.8629737609329446,0.8936781609195402,0.9466334293649835,0.9542357203354823,0.35826205601398825,0.10132788767657104,0.14010940238330158,0.517112525998768,0.09923190608088361,296,47,27,311,0.13702623906705538,0.07988165680473373
