threshold,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,log_loss,brier_score,ece,entropy_mean,entropy_std,tn,fp,fn,tp,false_positive_rate,false_negative_rate
0.5,0.8869309838472834,0.886825081938934,0.9518900343642611,0.8147058823529412,0.9589442815249267,0.8779714738510301,0.9590219078833879,0.9586173937840335,0.34457580050979864,0.09698408551933058,0.14186825160150485,0.48919279992799247,0.0872757696548817,327,14,63,277,0.04105571847507331,0.18529411764705883
