threshold,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,log_loss,brier_score,ece,entropy_mean,entropy_std,tn,fp,fn,tp,false_positive_rate,false_negative_rate
0.5,0.57856093979442,0.5756162989287008,0.8805970149253731,0.17455621301775148,0.9766763848396501,0.291358024691358,0.5891455483292218,0.5951604380681724,0.6744713695007831,0.24081605012110624,0.05356734474675074,0.690283010692324,0.008279656183110497,335,8,279,59,0.023323615160349854,0.8254437869822485
