threshold,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,log_loss,brier_score,ece,entropy_mean,entropy_std,tn,fp,fn,tp,false_positive_rate,false_negative_rate
0.5,0.9148311306901615,0.9147619458340521,0.9577922077922078,0.8676470588235294,0.9618768328445748,0.9104938271604939,0.9747628083491461,0.9723602944836808,0.26577959233663906,0.0691640632034756,0.12757173347972037,0.42255343980487947,0.11014146722740267,328,13,45,295,0.03812316715542522,0.1323529411764706
